PlotID,PlotTR,PlotTY2,DSI,SUM,species,proportion
1TNRQ7,Transition,uncut,0.032164179,1020000,SM,0.990196078
1TNRT2,Transition,uncut,0.106213965,600000,YB,0.033333333
1TNRT2,Transition,uncut,0.106213965,600000,SM,0.783333333
1TNRT3,Transition,uncut,0.043589744,1860000,YB,0
1TNRT3,Transition,uncut,0.043589744,1860000,SM,0.983870968
2CNM1,Control,uncut,-0.067282051,130000,YB,0
2CNM1,Control,uncut,-0.067282051,130000,SM,0.461538462
2CNM10,Control,uncut,0.062378976,1330000,YB,0
2CNM10,Control,uncut,0.062378976,1330000,SM,0.909774436
2CNM11,Control,uncut,-0.031885246,1040000,YB,0
2CNM11,Control,uncut,-0.031885246,1040000,SM,1
2CNM12,Control,uncut,0.082993946,140000,YB,0
2CNM12,Control,uncut,0.082993946,140000,SM,0
2CNM2,Control,uncut,0.066817269,740000,YB,0.013513514
2CNM2,Control,uncut,0.066817269,740000,SM,0.851351351
2CNM3,Control,uncut,0.127287066,1030000,YB,0
2CNM3,Control,uncut,0.127287066,1030000,SM,0
2CNM4,Control,uncut,0.152723971,570000,YB,0
2CNM4,Control,uncut,0.152723971,570000,SM,1
2CNM5,Control,uncut,0.075979448,520000,YB,0
2CNM5,Control,uncut,0.075979448,520000,SM,0.903846154
2CNM8,Control,uncut,0.140365774,640000,YB,0
2CNM8,Control,uncut,0.140365774,640000,SM,1
2CNM9,Control,uncut,0.038414006,1270000,YB,0
2CNM9,Control,uncut,0.038414006,1270000,SM,1
2RLGQ15,Resilience,gap,0.867605004,320000,YB,0
2RLGQ15,Resilience,gap,0.867605004,320000,SM,0.8125
2RLGQ16,Resilience,gap,0.89805154,430000,YB,0
2RLGQ16,Resilience,gap,0.89805154,430000,SM,0
2RLGT1,Resilience,gap,0.902987862,1730000,YB,0.809248555
2RLGT1,Resilience,gap,0.902987862,1730000,SM,0.057803468
2RLGT3,Resilience,gap,0.863819536,120000,YB,0
2RLGT3,Resilience,gap,0.863819536,120000,SM,0
2RLM1,Resilience,sts,0.156621542,410000,YB,0
2RLM1,Resilience,sts,0.156621542,410000,SM,0.87804878
2RLM2,Resilience,sts,0.076859504,500000,YB,0
2RLM2,Resilience,sts,0.076859504,500000,SM,0
2RLM3,Resilience,sts,0.188294712,1240000,YB,0
2RLM3,Resilience,sts,0.188294712,1240000,SM,0.991935484
2RLM4,Resilience,sts,0.319427148,290000,YB,0.275862069
2RLM4,Resilience,sts,0.319427148,290000,SM,0.586206897
2RLM5,Resilience,sts,0.174586895,380000,YB,0.026315789
2RLM5,Resilience,sts,0.174586895,380000,SM,0.526315789
2RLM6,Resilience,sts,0.288668976,780000,YB,0.230769231
2RLM6,Resilience,sts,0.288668976,780000,SM,0.538461538
2RLRQ12,Resilience,uncut,0.04739819,0,YB,0
2RLRQ12,Resilience,uncut,0.04739819,0,SM,0
2RLRQ6,Resilience,uncut,0.086055276,450000,YB,0
2RLRQ6,Resilience,uncut,0.086055276,450000,SM,0.822222222
2RLRT4,Resilience,uncut,0.08502455,1320000,YB,0
2RLRT4,Resilience,uncut,0.08502455,1320000,SM,0.992424242
2RLRT8,Resilience,uncut,0.104554358,70000,YB,0
2RLRT8,Resilience,uncut,0.104554358,70000,SM,1
2RTM1,Resistance,thin7080,0.243880208,1310000,YB,0.053435115
2RTM1,Resistance,thin7080,0.243880208,1310000,SM,0.916030534
2RTM10,Resistance,thin7080,0.247252747,670000,YB,0
2RTM10,Resistance,thin7080,0.247252747,670000,SM,1
2RTM11,Resistance,thin7080,0.256822295,1640000,YB,0
2RTM11,Resistance,thin7080,0.256822295,1640000,SM,1
2RTM12,Resistance,thin7080,0.234631829,10000,YB,0
2RTM12,Resistance,thin7080,0.234631829,10000,SM,0
2RTM2,Resistance,thin7080,0.067572547,940000,YB,0
2RTM2,Resistance,thin7080,0.067572547,940000,SM,0.989361702
2RTM3,Resistance,thin7080,-0.017216412,570000,YB,0
2RTM3,Resistance,thin7080,-0.017216412,570000,SM,0.701754386
2RTM4,Resistance,thin7080,0.420640569,1140000,YB,0
2RTM4,Resistance,thin7080,0.420640569,1140000,SM,0.964912281
2RTM5,Resistance,thin7080,0.302147971,1250000,YB,0
2RTM5,Resistance,thin7080,0.302147971,1250000,SM,0.952
2RTM7,Resistance,thin7080,0.112326169,530000,YB,0
2RTM7,Resistance,thin7080,0.112326169,530000,SM,0.811320755
2RTM9,Resistance,thin7080,0.32975162,820000,YB,0.012195122
2RTM9,Resistance,thin7080,0.32975162,820000,SM,0.987804878
2TNGA2,Transition,gap,0.57109695,290000,YB,0.344827586
2TNGA2,Transition,gap,0.57109695,290000,SM,0
2TNGA3,Transition,gap,0.873360447,0,YB,0
2TNGA3,Transition,gap,0.873360447,0,SM,0
2TNGQ1,Transition,gap,0.872834467,60000,YB,0
2TNGQ1,Transition,gap,0.872834467,60000,SM,0
2TNGQ7,Transition,gap,0.860555805,30000,YB,0.333333333
2TNGQ7,Transition,gap,0.860555805,30000,SM,0
2TNM1,Transition,thin7080,0.142096597,10000,YB,1
2TNM1,Transition,thin7080,0.142096597,10000,SM,0
2TNM2,Transition,thin7080,0.143747219,10000,YB,0
2TNM2,Transition,thin7080,0.143747219,10000,SM,0
2TNM3,Transition,thin7080,0.112116317,160000,YB,0
2TNM3,Transition,thin7080,0.112116317,160000,SM,0
2TNM4,Transition,thin7080,0.334029851,910000,YB,0
2TNM4,Transition,thin7080,0.334029851,910000,SM,0.945054945
2TNM5,Transition,thin7080,0.227530747,140000,YB,0
2TNM5,Transition,thin7080,0.227530747,140000,SM,1
2TNM6,Transition,thin7080,0.178712121,220000,YB,0
2TNM6,Transition,thin7080,0.178712121,220000,SM,1
2TNM7,Transition,thin7080,0.229470372,1190000,YB,0
2TNM7,Transition,thin7080,0.229470372,1190000,SM,0.991596639
2TNRQ6,Transition,uncut,0.110748792,70000,YB,0
2TNRQ6,Transition,uncut,0.110748792,70000,SM,0
2TNRQ8,Transition,uncut,-0.008328411,1060000,YB,0
2TNRQ8,Transition,uncut,-0.008328411,1060000,SM,1
2TNRT2,Transition,uncut,-0.016362192,500000,YB,0
2TNRT2,Transition,uncut,-0.016362192,500000,SM,0.92
2TNRT4,Transition,uncut,0.004302326,2370000,YB,0
2TNRT4,Transition,uncut,0.004302326,2370000,SM,0.991561181
3CNM1,Control,uncut,0.044478528,110000,YB,0
3CNM1,Control,uncut,0.044478528,110000,SM,0.909090909
3CNM10,Control,uncut,0.217415447,50000,YB,0
3CNM10,Control,uncut,0.217415447,50000,SM,0
3CNM2,Control,uncut,0.287103378,120000,YB,0
3CNM2,Control,uncut,0.287103378,120000,SM,0
3CNM3,Control,uncut,0.140484282,430000,YB,0
3CNM3,Control,uncut,0.140484282,430000,SM,0.372093023
3CNM4,Control,uncut,0.085859479,0,YB,0
3CNM4,Control,uncut,0.085859479,0,SM,0
3CNM5,Control,uncut,-0.210169492,0,YB,0
3CNM5,Control,uncut,-0.210169492,0,SM,0
3CNM6,Control,uncut,-0.014250614,320000,YB,0
3CNM6,Control,uncut,-0.014250614,320000,SM,0.5625
3CNM7,Control,uncut,-0.036071817,40000,YB,0
3CNM7,Control,uncut,-0.036071817,40000,SM,0
3CNM8,Control,uncut,0.038398018,330000,YB,0
3CNM8,Control,uncut,0.038398018,330000,SM,0.696969697
3CNM9,Control,uncut,-0.075225032,210000,YB,0.047619048
3CNM9,Control,uncut,-0.075225032,210000,SM,0
3RLGQ16,Resilience,gap,0.713951012,390000,YB,0.512820513
3RLGQ16,Resilience,gap,0.713951012,390000,SM,0.179487179
3RLGQ4,Resilience,gap,0.445730453,120000,YB,0.083333333
3RLGQ4,Resilience,gap,0.445730453,120000,SM,0
3RLGT3,Resilience,gap,0.845,820000,YB,0.56097561
3RLGT3,Resilience,gap,0.845,820000,SM,0.256097561
3RLGT8,Resilience,gap,0.742707789,700000,YB,0.214285714
3RLGT8,Resilience,gap,0.742707789,700000,SM,0.7
3RLM1,Resilience,sts,0.163588589,800000,YB,0
3RLM1,Resilience,sts,0.163588589,800000,SM,0.9625
3RLM2,Resilience,sts,0.174809607,670000,YB,0.074626866
3RLM2,Resilience,sts,0.174809607,670000,SM,0.850746269
3RLM3,Resilience,sts,0.241006524,540000,YB,0
3RLM3,Resilience,sts,0.241006524,540000,SM,0.518518519
3RLM4,Resilience,sts,-0.025320513,750000,YB,0.066666667
3RLM4,Resilience,sts,-0.025320513,750000,SM,0.746666667
3RLM5,Resilience,sts,0.050657277,470000,YB,0.404255319
3RLM5,Resilience,sts,0.050657277,470000,SM,0.170212766
3RLM6,Resilience,sts,-0.057166667,390000,YB,0.461538462
3RLM6,Resilience,sts,-0.057166667,390000,SM,0.358974359
3RLRQ14,Resilience,uncut,0.143050677,690000,YB,0
3RLRQ14,Resilience,uncut,0.143050677,690000,SM,0.869565217
3RLRQ6,Resilience,uncut,0.001331203,920000,YB,0
3RLRQ6,Resilience,uncut,0.001331203,920000,SM,0.97826087
3RLRT10,Resilience,uncut,0.123734479,320000,YB,0
3RLRT10,Resilience,uncut,0.123734479,320000,SM,0
3RLRT8,Resilience,uncut,0.032105263,440000,YB,0
3RLRT8,Resilience,uncut,0.032105263,440000,SM,0.659090909
3RTM1,Resistance,thin7080,0.270672646,1350000,YB,0
3RTM1,Resistance,thin7080,0.270672646,1350000,SM,0.985185185
3RTM10,Resistance,thin7080,-0.314504325,1260000,YB,0
3RTM10,Resistance,thin7080,-0.314504325,1260000,SM,0.984126984
3RTM2,Resistance,thin7080,0.512229837,2360000,YB,0
3RTM2,Resistance,thin7080,0.512229837,2360000,SM,0.957627119
3RTM3,Resistance,thin7080,0.395626327,2770000,YB,0.729241877
3RTM3,Resistance,thin7080,0.395626327,2770000,SM,0.231046931
3RTM4,Resistance,thin7080,0.321755872,880000,YB,0
3RTM4,Resistance,thin7080,0.321755872,880000,SM,0.909090909
3RTM5,Resistance,thin7080,0.387673689,740000,YB,0
3RTM5,Resistance,thin7080,0.387673689,740000,SM,0.824324324
3RTM6,Resistance,thin7080,0.268128426,430000,YB,0.255813953
3RTM6,Resistance,thin7080,0.268128426,430000,SM,0.511627907
3RTM7,Resistance,thin7080,0.14844306,390000,YB,0.333333333
3RTM7,Resistance,thin7080,0.14844306,390000,SM,0.666666667
3RTM8,Resistance,thin7080,0.394316163,190000,YB,0
3RTM8,Resistance,thin7080,0.394316163,190000,SM,0.578947368
3RTM9,Resistance,thin7080,-0.013262599,1120000,YB,0
3RTM9,Resistance,thin7080,-0.013262599,1120000,SM,1
3TNGA2,Transition,gap,0.794234441,110000,YB,0
3TNGA2,Transition,gap,0.794234441,110000,SM,1
3TNGA3,Transition,gap,0.711666667,530000,YB,0.377358491
3TNGA3,Transition,gap,0.711666667,530000,SM,0
3TNGQ2,Transition,gap,0.767257002,330000,YB,0.060606061
3TNGQ2,Transition,gap,0.767257002,330000,SM,0
3TNGQ7,Transition,gap,0.70989011,1210000,YB,0.355371901
3TNGQ7,Transition,gap,0.70989011,1210000,SM,0.132231405
3TNM1,Transition,thin7080,0.288955002,710000,YB,0.028169014
3TNM1,Transition,thin7080,0.288955002,710000,SM,0.873239437
3TNM2,Transition,thin7080,0.324378947,830000,YB,0.807228916
3TNM2,Transition,thin7080,0.324378947,830000,SM,0.180722892
3TNM3,Transition,thin7080,0.196170034,540000,YB,0
3TNM3,Transition,thin7080,0.196170034,540000,SM,0.888888889
3TNM4,Transition,thin7080,0.409190751,1210000,YB,0.330578512
3TNM4,Transition,thin7080,0.409190751,1210000,SM,0.578512397
3TNM5,Transition,thin7080,0.213107241,30000,YB,0
3TNM5,Transition,thin7080,0.213107241,30000,SM,0
3TNM6,Transition,thin7080,0.170225342,310000,YB,0.032258065
3TNM6,Transition,thin7080,0.170225342,310000,SM,0.64516129
3TNM7,Transition,thin7080,0.301822157,1440000,YB,0.569444444
3TNM7,Transition,thin7080,0.301822157,1440000,SM,0.208333333
3TNRQ2,Transition,uncut,0.178875878,460000,YB,0
3TNRQ2,Transition,uncut,0.178875878,460000,SM,0.97826087
3TNRQ6,Transition,uncut,-0.007086614,1420000,YB,0.633802817
3TNRQ6,Transition,uncut,-0.007086614,1420000,SM,0.35915493
3TNRT3,Transition,uncut,0.310725076,190000,YB,0
3TNRT3,Transition,uncut,0.310725076,190000,SM,0.368421053
3TNRT4,Transition,uncut,0.002704164,850000,YB,0
3TNRT4,Transition,uncut,0.002704164,850000,SM,0.988235294
4CNM1,Control,uncut,0.085985199,400000,YB,0
4CNM1,Control,uncut,0.085985199,400000,SM,0.775
4CNM10,Control,uncut,0.052563091,140000,YB,0
4CNM10,Control,uncut,0.052563091,140000,SM,0.571428571
4CNM2,Control,uncut,0.101181102,160000,YB,0
4CNM2,Control,uncut,0.101181102,160000,SM,0.4375
4CNM3,Control,uncut,0.421441441,340000,YB,0
4CNM3,Control,uncut,0.421441441,340000,SM,0.911764706
4CNM4,Control,uncut,-0.033763133,320000,YB,0
4CNM4,Control,uncut,-0.033763133,320000,SM,0.96875
4CNM5,Control,uncut,0.413910761,130000,YB,0
4CNM5,Control,uncut,0.413910761,130000,SM,0
4CNM6,Control,uncut,0.03488172,630000,YB,0
4CNM6,Control,uncut,0.03488172,630000,SM,0.444444444
4CNM7,Control,uncut,0.077698574,1050000,YB,0
4CNM7,Control,uncut,0.077698574,1050000,SM,1
4CNM8,Control,uncut,-0.121346926,110000,YB,0
4CNM8,Control,uncut,-0.121346926,110000,SM,0
4CNM9,Control,uncut,0.09566365,260000,YB,0
4CNM9,Control,uncut,0.09566365,260000,SM,0.807692308
4RLGQ6,Resilience,gap,0.757824043,210000,YB,0.047619048
4RLGQ6,Resilience,gap,0.757824043,210000,SM,0.476190476
4RLGQ9,Resilience,gap,0.686445783,1150000,YB,0.443478261
4RLGQ9,Resilience,gap,0.686445783,1150000,SM,0.12173913
4RLGT1,Resilience,gap,0.740096038,520000,YB,0.134615385
4RLGT1,Resilience,gap,0.740096038,520000,SM,0.346153846
4RLGT6,Resilience,gap,0.65,2020000,YB,0.811881188
4RLGT6,Resilience,gap,0.65,2020000,SM,0.123762376
4RLM1,Resilience,sts,0.09401451,200000,YB,0
4RLM1,Resilience,sts,0.09401451,200000,SM,0.9
4RLM2,Resilience,sts,0.05547025,680000,YB,0
4RLM2,Resilience,sts,0.05547025,680000,SM,0.823529412
4RLM3,Resilience,sts,0.19714795,360000,YB,0
4RLM3,Resilience,sts,0.19714795,360000,SM,0.527777778
4RLM4,Resilience,sts,0.188799241,400000,YB,0.05
4RLM4,Resilience,sts,0.188799241,400000,SM,0.8
4RLM5,Resilience,sts,0.179267875,230000,YB,0
4RLM5,Resilience,sts,0.179267875,230000,SM,0.043478261
4RLM6,Resilience,sts,0.275,580000,YB,0.551724138
4RLM6,Resilience,sts,0.275,580000,SM,0.206896552
4RLRQ14,Resilience,uncut,0.094841629,50000,YB,0
4RLRQ14,Resilience,uncut,0.094841629,50000,SM,0
4RLRQ8,Resilience,uncut,-0.062789385,50000,YB,0
4RLRQ8,Resilience,uncut,-0.062789385,50000,SM,0
4RLRT1,Resilience,uncut,0.140186916,130000,YB,0
4RLRT1,Resilience,uncut,0.140186916,130000,SM,0.153846154
4RLRT8,Resilience,uncut,0.020462478,300000,YB,0
4RLRT8,Resilience,uncut,0.020462478,300000,SM,0.333333333
4RTM1,Resistance,thin7080,0.215329835,1480000,YB,0.554054054
4RTM1,Resistance,thin7080,0.215329835,1480000,SM,0.364864865
4RTM10,Resistance,thin7080,0.235620173,730000,YB,0.219178082
4RTM10,Resistance,thin7080,0.235620173,730000,SM,0.205479452
4RTM2,Resistance,thin7080,0.188423773,640000,YB,0.578125
4RTM2,Resistance,thin7080,0.188423773,640000,SM,0.375
4RTM3,Resistance,thin7080,0.124296675,860000,YB,0
4RTM3,Resistance,thin7080,0.124296675,860000,SM,0.930232558
4RTM4,Resistance,thin7080,0.133659639,170000,YB,0.117647059
4RTM4,Resistance,thin7080,0.133659639,170000,SM,0
4RTM5,Resistance,thin7080,0.114077316,570000,YB,0
4RTM5,Resistance,thin7080,0.114077316,570000,SM,0.929824561
4RTM6,Resistance,thin7080,0.343275578,420000,YB,0.023809524
4RTM6,Resistance,thin7080,0.343275578,420000,SM,0.904761905
4RTM7,Resistance,thin7080,0.433064191,190000,YB,0.315789474
4RTM7,Resistance,thin7080,0.433064191,190000,SM,0.578947368
4RTM8,Resistance,thin7080,0.431532227,360000,YB,0.25
4RTM8,Resistance,thin7080,0.431532227,360000,SM,0.75
4RTM9,Resistance,thin7080,0.216537718,90000,YB,0
4RTM9,Resistance,thin7080,0.216537718,90000,SM,0.666666667
4TNGA1,Transition,gap,0.725789474,170000,YB,0
4TNGA1,Transition,gap,0.725789474,170000,SM,0
4TNGA3,Transition,gap,0.629126214,1290000,YB,0.813953488
4TNGA3,Transition,gap,0.629126214,1290000,SM,0
4TNGQ3,Transition,gap,0.703771338,690000,YB,0.782608696
4TNGQ3,Transition,gap,0.703771338,690000,SM,0
4TNGQ4,Transition,gap,0.682985554,1010000,YB,0.485148515
4TNGQ4,Transition,gap,0.682985554,1010000,SM,0.168316832
4TNM1,Transition,thin7080,0.251350211,550000,YB,0
4TNM1,Transition,thin7080,0.251350211,550000,SM,0.672727273
4TNM3,Transition,thin7080,0.332639594,580000,YB,0.603448276
4TNM3,Transition,thin7080,0.332639594,580000,SM,0.137931034
4TNM4,Transition,thin7080,0.085707121,610000,YB,0
4TNM4,Transition,thin7080,0.085707121,610000,SM,0.852459016
4TNM5,Transition,thin7080,0.061779141,150000,YB,0
4TNM5,Transition,thin7080,0.061779141,150000,SM,0
4TNM6,Transition,thin7080,0.189432367,240000,YB,0
4TNM6,Transition,thin7080,0.189432367,240000,SM,0.666666667
4TNM7,Transition,thin7080,0.383963585,370000,YB,0.540540541
4TNM7,Transition,thin7080,0.383963585,370000,SM,0.108108108
4TNM8,Transition,thin7080,0.132383124,10000,YB,0
4TNM8,Transition,thin7080,0.132383124,10000,SM,0
4TNRQ10,Transition,uncut,0.069593957,150000,YB,0
4TNRQ10,Transition,uncut,0.069593957,150000,SM,1
4TNRQ7,Transition,uncut,-0.012796549,800000,YB,0
4TNRQ7,Transition,uncut,-0.012796549,800000,SM,0.9
4TNRT1,Transition,uncut,-0.071483376,10000,YB,0
4TNRT1,Transition,uncut,-0.071483376,10000,SM,1
4TNRT2,Transition,uncut,0.276827094,410000,YB,0
4TNRT2,Transition,uncut,0.276827094,410000,SM,0.853658537
